,-3_0_0.csv,9_0_0.csv,-1_0_0.csv,-5_0_0.csv,3_0_0.csv,5_0_0.csv,-9_0_0.csv,7_0_0.csv,1_0_0.csv,-7_0_0.csv,cluster
-3_0_0.csv,1.9803124404296995e-308,2.0443086979583427,0.8939788530931398,1.2867584507290726,2.231278886875661,2.055441600202492,2.6159358649029425,2.1911729995536406,1.756508293070966,2.2887990860933307,-1
9_0_0.csv,2.0443086979583427,1.633425089207293e-308,1.771445734360638,2.9524088800263577,0.9843936174105214,0.9826491596843878,4.447095573211408,0.6753311604425021,0.7794981156280194,4.180820509822908,-1
-1_0_0.csv,0.8939788530931398,1.771445734360638,1.9443194183128515e-308,1.1809631456657197,2.215821258687493,1.865440518732175,2.80593694637326,1.9877807256298023,1.4892609357794755,2.913085305284536,-1
-5_0_0.csv,1.2867584507290726,2.9524088800263577,1.1809631456657197,2.154320802274549e-308,3.207999230200354,2.9740023375605684,1.725710229412725,3.1303974511924864,2.2648592483603203,2.778145787093264,-1
3_0_0.csv,2.231278886875661,0.9843936174105214,2.215821258687493,3.207999230200354,1.571643108245194e-308,1.2987345185957082,4.773232210475939,1.0719261129928572,1.229737791044188,4.446095431666327,-1
5_0_0.csv,2.055441600202492,0.9826491596843878,1.865440518732175,2.9740023375605684,1.2987345185957082,1.5909380515921324e-308,4.671377465105435,1.0038199712621785,0.8543575792658871,4.344240686295823,-1
-9_0_0.csv,2.6159358649029425,4.447095573211408,2.80593694637326,1.725710229412725,4.773232210475939,4.671377465105435,7.781859083259177e-309,4.328297704746394,3.817019885839548,1.5859978624286413,-1
7_0_0.csv,2.1911729995536406,0.6753311604425021,1.9877807256298023,3.1303974511924864,1.0719261129928572,1.0038199712621785,4.328297704746394,1.6559296679918303e-308,0.957486686794148,4.370289548607483,-1
1_0_0.csv,1.756508293070966,0.7794981156280194,1.4892609357794755,2.2648592483603203,1.229737791044188,0.8543575792658871,3.817019885839548,0.957486686794148,1.7527840316689353e-308,3.6329570578593415,-1
-7_0_0.csv,2.2887990860933307,4.180820509822908,2.913085305284536,2.778145787093264,4.446095431666327,4.344240686295823,1.5859978624286413,4.370289548607483,3.6329570578593415,7.58707740951955e-309,-1
