9,A,31,15,0
9,A,32,15,0
9,A,33,15,0
9,A,34,15,0
1,B,35,15,0
2,A,36,15,0
2,A,37,15,0
2,A,38,15,0
2,A,39,15,0
2,A,40,15,0
2,A,41,15,0
2,A,42,15,0
2,A,43,15,0
3,B,44,15,0
3,B,45,15,0
3,B,46,15,0
3,B,47,15,0
3,B,48,15,0
3,B,49,15,0
4,A,50,15,0
4,A,51,15,0
4,A,52,15,0
4,A,53,15,0
5,B,54,15,0
5,B,55,15,0
5,B,56,15,0
5,B,57,15,0
5,B,58,15,0
14,A,59,15,0
14,A,60,15,0
6,B,61,15,0
6,B,62,15,0
6,B,63,15,0
6,B,64,15,0
16,A,65,15,0
16,A,66,15,0
7,B,67,15,0
7,B,68,15,0
7,B,69,15,0
7,B,70,15,0
7,B,71,15,0
7,B,72,15,0
7,B,73,15,0
9,A,30,16,0
9,A,31,16,0
9,A,32,16,0
9,A,33,16,0
9,A,34,16,0
1,B,35,16,0
2,A,36,16,0
2,A,37,16,0
2,A,38,16,0
2,A,39,16,0
2,A,40,16,0
2,A,41,16,0
2,A,42,16,0
2,A,43,16,0
3,B,44,16,0
3,B,45,16,0
3,B,46,16,0
3,B,47,16,0
3,B,48,16,0
3,B,49,16,0
4,A,50,16,0
4,A,51,16,0
4,A,52,16,0
4,A,53,16,0
5,B,54,16,0
5,B,55,16,0
5,B,56,16,0
5,B,57,16,0
5,B,58,16,0
14,A,59,16,0
14,A,60,16,0
6,B,61,16,0
6,B,62,16,0
6,B,63,16,0
6,B,64,16,0
16,A,65,16,0
16,A,66,16,0
7,B,67,16,0
7,B,68,16,0
7,B,69,16,0
7,B,70,16,0
7,B,71,16,0
7,B,72,16,0
18,A,73,16,0
18,A,74,16,0
9,A,29,17,0
9,A,30,17,0
9,A,31,17,0
9,A,32,17,0
9,A,33,17,0
9,A,34,17,0
1,B,35,17,0
2,A,36,17,0
2,A,37,17,0
2,A,38,17,0
2,A,39,17,0
2,A,40,17,0
2,A,41,17,0
2,A,42,17,0
2,A,43,17,0
3,B,44,17,0
3,B,45,17,0
3,B,46,17,0
3,B,47,17,0
3,B,48,17,0
3,B,49,17,0
4,A,50,17,0
4,A,51,17,0
4,A,52,17,0
4,A,53,17,0
5,B,54,17,0
5,B,55,17,0
5,B,56,17,0
5,B,57,17,0
5,B,58,17,0
14,A,59,17,0
14,A,60,17,0
6,B,61,17,0
6,B,62,17,0
6,B,63,17,0
6,B,64,17,0
16,A,65,17,0
16,A,66,17,0
7,B,67,17,0
7,B,68,17,0
7,B,69,17,0
7,B,70,17,0
7,B,71,17,0
18,A,72,17,0
18,A,73,17,0
18,A,74,17,0
18,A,75,17,0
8,A,27,18,0
8,A,28,18,0
9,A,29,18,0
9,A,30,18,0
9,A,31,18,0
9,A,32,18,0
9,A,33,18,0
9,A,34,18,0
1,B,35,18,0
2,A,36,18,0
11,B,37,18,0
11,B,38,18,0
11,B,39,18,0
11,B,40,18,0
11,B,41,18,0
2,A,42,18,0
2,A,43,18,0
3,B,44,18,0
3,B,45,18,0
3,B,46,18,0
3,B,47,18,0
3,B,48,18,0
3,B,49,18,0
4,A,50,18,0
4,A,51,18,0
4,A,52,18,0
4,A,53,18,0
5,B,54,18,0
5,B,55,18,0
5,B,56,18,0
5,B,57,18,0
14,A,58,18,0
14,A,59,18,0
14,A,60,18,0
6,B,61,18,0
6,B,62,18,0
6,B,63,18,0
6,B,64,18,0
16,A,65,18,0
16,A,66,18,0
7,B,67,18,0
7,B,68,18,0
7,B,69,18,0
7,B,70,18,0
7,B,71,18,0
18,A,72,18,0
18,A,73,18,0
18,A,74,18,0
18,A,75,18,0
18,A,76,18,0
8,A,26,19,0
8,A,27,19,0
8,A,28,19,0
1,B,29,19,0
9,A,30,19,0
9,A,31,19,0
9,A,32,19,0
9,A,33,19,0
1,B,34,19,0
1,B,35,19,0
10,A,36,19,0
11,B,37,19,0
11,B,38,19,0
11,B,39,19,0
11,B,40,19,0
11,B,41,19,0
11,B,42,19,0
11,B,43,19,0
3,B,44,19,0
3,B,45,19,0
3,B,46,19,0
3,B,47,19,0
3,B,48,19,0
3,B,49,19,0
4,A,50,19,0
4,A,51,19,0
4,A,52,19,0
4,A,53,19,0
5,B,54,19,0
5,B,55,19,0
5,B,56,19,0
5,B,57,19,0
14,A,58,19,0
14,A,59,19,0
14,A,60,19,0
6,B,61,19,0
6,B,62,19,0
6,B,63,19,0
6,B,64,19,0
16,A,65,19,0
16,A,66,19,0
16,A,67,19,0
7,B,68,19,0
7,B,69,19,0
7,B,70,19,0
18,A,71,19,0
18,A,72,19,0
18,A,73,19,0
18,A,74,19,0
18,A,75,19,0
18,A,76,19,0
18,A,77,19,0
8,A,25,20,0
8,A,26,20,0
8,A,27,20,0
8,A,28,20,0
1,B,29,20,0
1,B,30,20,0
1,B,31,20,0
