,topology_dysplasia_18_clean.csv,topology_dysplasia_5_clean.csv,topology_dysplasia_14_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_dysplasia_10_clean.csv,topology_dysplasia_11_clean.csv,topology_dysplasia_7_clean.csv,topology_dysplasia_19_clean.csv,topology_dysplasia_8_clean.csv,topology_dysplasia_2_clean.csv,topology_dysplasia_9_clean.csv,topology_dysplasia_12_clean.csv,topology_dysplasia_1_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_dysplasia_3_clean.csv,topology_dysplasia_6_clean.csv
topology_dysplasia_18_clean.csv,9.159353448503834e-309,14.206764408415923,9.9947094575197,12.575537697895971,12.271653962304052,13.857579796872592,13.409020012246707,14.613952650903101,12.375473191783858,13.261165904377023,14.431351084242294,15.572851215854293,13.016300792952334,14.914708482381585,11.809540723919103,10.549457138730322,15.84722848652892,14.459207715850939,14.111811195457179
topology_dysplasia_5_clean.csv,14.206764408415923,7.79174944403473e-309,13.511464936309412,10.16063800616896,11.173116021127196,7.6384296186895995,10.001902990676378,14.447145952453347,12.633961210638724,6.52292480218978,11.074488194417103,12.519963197777198,10.981298353392244,9.695281017126334,15.349766290795706,13.259129018591118,12.66998906421227,10.16333691679468,9.999893376054143
topology_dysplasia_14_clean.csv,9.9947094575197,13.511464936309412,2.011699342670922e-308,11.663584509714305,11.40446052457504,13.215709208842982,12.675628912007038,18.268725189485735,16.465173302686885,12.672692106803602,13.964295702301673,16.041102624390582,11.755854932475389,14.339164511115438,12.245410629956172,8.276010647891358,15.462929855452742,14.47081833167241,13.677715524103618
topology_dysplasia_13_clean.csv,12.575537697895971,10.16063800616896,11.663584509714305,4.57567638429426e-309,8.41125910486008,10.56278688358396,6.50812276301026,17.371503217347705,12.296892341348416,9.625065951672028,12.182202442839802,14.210642388191786,7.738563899979301,11.738399280286483,13.799726482551055,11.2756627444717,13.793580724497149,11.821978098242361,11.63429165160556
topology_dysplasia_17_clean.csv,12.271653962304052,11.173116021127196,11.40446052457504,8.41125910486008,1.26337014278812e-308,10.901756201113919,9.30681713678679,14.925353554887138,12.707433190373962,10.514793580645566,12.595689883562644,13.874134474516685,6.481430169657806,12.421574235837326,13.549915030771801,10.980355329664256,14.15093578816689,12.351544320081786,12.1392388456515
topology_dysplasia_10_clean.csv,13.857579796872592,7.6384296186895995,13.215709208842982,10.56278688358396,10.901756201113919,1.26967924678281e-308,9.934124466806065,10.770673674229016,12.328477485211899,11.990590120493216,11.081923666629212,12.532573828514806,10.69965992096172,9.750891258011048,15.005198848629817,12.869014752294522,12.682583375565947,10.203879304358264,12.422023681049934
topology_dysplasia_11_clean.csv,13.409020012246707,10.001902990676378,12.675628912007038,6.50812276301026,9.30681713678679,9.934124466806065,7.53815218126486e-309,15.160630900733699,11.556898593791306,9.47414118647523,12.08967854040063,13.456161719787023,8.713202332239938,11.610811582463423,14.658235062879491,12.348896224838978,13.690777622556197,11.718605328968458,11.522711508737363
topology_dysplasia_7_clean.csv,14.613952650903101,14.447145952453347,18.268725189485735,17.371503217347705,14.925353554887138,10.770673674229016,15.160630900733699,1.863070482459719e-308,13.535534451094046,18.799306454256964,10.72098934010973,10.651485099677078,12.52513079674862,9.540338028549805,15.686163396133342,13.925453086890238,13.900967435452948,8.995104229383077,19.230740014813684
topology_dysplasia_19_clean.csv,12.375473191783858,12.633961210638724,16.465173302686885,12.296892341348416,12.707433190373962,12.328477485211899,11.556898593791306,13.535534451094046,1.3160407402086246e-308,14.459732507617069,13.416831418732498,14.616044709114771,10.046402423389239,13.569829229694246,14.267758739484059,9.903983391432106,14.86765146984461,13.306257330030784,14.478327610151446
topology_dysplasia_8_clean.csv,13.261165904377023,6.52292480218978,12.672692106803602,9.625065951672028,10.514793580645566,11.990590120493216,9.47414118647523,18.799306454256964,14.459732507617069,4.072501012413845e-309,11.135736338028245,15.638445625101042,10.310427998089864,11.167523590019947,14.296570596531115,12.393732298806018,12.746447860005807,12.465377536602594,10.144372067342356
topology_dysplasia_2_clean.csv,14.431351084242294,11.074488194417103,13.964295702301673,12.182202442839802,12.595689883562644,11.081923666629212,12.08967854040063,10.72098934010973,13.416831418732498,11.135736338028245,1.1564134729170473e-308,7.212316028312237,12.550519784666502,10.277305173637028,15.36825535760099,13.772652706156327,7.2610886078824315,9.951819386470714,11.017830178306829
topology_dysplasia_9_clean.csv,15.572851215854293,12.519963197777198,16.041102624390582,14.210642388191786,13.874134474516685,12.532573828514806,13.456161719787023,10.651485099677078,14.616044709114771,15.638445625101042,7.212316028312237,1.7076655529185075e-308,13.862817127469144,11.804990471702258,16.348023058988108,15.019594284296927,10.740106606297026,11.55293695444501,16.06987918565776
topology_dysplasia_12_clean.csv,13.016300792952334,10.981298353392244,11.755854932475389,7.738563899979301,6.481430169657806,10.69965992096172,8.713202332239938,12.52513079674862,10.046402423389239,10.310427998089864,12.550519784666502,13.862817127469144,1.1159886697422485e-308,12.336044571249168,14.702344829311219,11.27033743512333,14.149898628006897,12.260303531347793,12.055717416669403
topology_dysplasia_1_clean.csv,14.914708482381585,9.695281017126334,14.339164511115438,11.738399280286483,12.421574235837326,9.750891258011048,11.610811582463423,9.540338028549805,13.569829229694246,11.167523590019947,10.277305173637028,11.804990471702258,12.336044571249168,6.666413649290877e-309,15.908674926005048,14.078834307363978,11.899494359661016,8.076638781698223,11.598957150576666
topology_dysplasia_16_clean.csv,11.809540723919103,15.349766290795706,12.245410629956172,13.799726482551055,13.549915030771801,15.005198848629817,14.658235062879491,15.686163396133342,14.267758739484059,14.296570596531115,15.36825535760099,16.348023058988108,14.702344829311219,15.908674926005048,7.71732223860875e-309,12.481901480271258,16.6537728314172,15.482712189786337,14.916546671223692
topology_dysplasia_15_clean.csv,10.549457138730322,13.259129018591118,8.276010647891358,11.2756627444717,10.980355329664256,12.869014752294522,12.348896224838978,13.925453086890238,9.903983391432106,12.393732298806018,13.772652706156327,15.019594284296927,11.27033743512333,14.078834307363978,12.481901480271258,5.327143395241506e-309,15.28827630434702,13.696827097490925,13.449161859339585
topology_dysplasia_4_clean.csv,15.84722848652892,12.66998906421227,15.462929855452742,13.793580724497149,14.15093578816689,12.682583375565947,13.690777622556197,13.900967435452948,14.86765146984461,12.746447860005807,7.2610886078824315,10.740106606297026,14.149898628006897,11.899494359661016,16.6537728314172,15.28827630434702,6.0297095209247e-309,11.557375841945984,11.451711243565686
topology_dysplasia_3_clean.csv,14.459207715850939,10.16333691679468,14.47081833167241,11.821978098242361,12.351544320081786,10.203879304358264,11.718605328968458,8.995104229383077,13.306257330030784,12.465377536602594,9.951819386470714,11.55293695444501,12.260303531347793,8.076638781698223,15.482712189786337,13.696827097490925,11.557375841945984,5.77166280149233e-309,12.483972639136972
topology_dysplasia_6_clean.csv,14.111811195457179,9.999893376054143,13.677715524103618,11.63429165160556,12.1392388456515,12.422023681049934,11.522711508737363,19.230740014813684,14.478327610151446,10.144372067342356,11.017830178306829,16.06987918565776,12.055717416669403,11.598957150576666,14.916546671223692,13.449161859339585,11.451711243565686,12.483972639136972,8.4928926026402e-309
